_id,_name,_industry,_sector,_headquarters,_founded
445,Petrolina,Oil & gas,Exploration & production,Larnaca,1959
446,Pevex Management,Financials,Investment services,Nicosia,2008
447,Port of Limassol,Industrials,Industrial transportation,Limassol,1956
448,PrimeTel PLC,Telecommunications,Fixed line telecom,Nicosia,2003
449,RCB Bank,Financials,Banks,Limassol,1995
450,Rusal,Basic materials,Industrial metals & mining,Nicosia,2007
451,SAT-7,Consumer services,Broadcasting & entertainment,Nicosia,1995
452,Telepassport Telecommunications,Telecommunications,Fixed line telecom,Nicosia,2002
453,The American Heart Institute,Consumer services,Health,Strovolos,1999
454,The Cyprus Institute,Technology,Research,Nicosia,2005
455,The Muscular Dystropy Research Foundation,Technology,Research,Nicosia,1987
456,The Cyprus Institute of Neurology and Genetics,Technology,Research,Nicosia,1990
457,Tsokkos,Consumer services,Hospitality,Ayia Napa,1979
458,Tus Airways,Consumer services,Travel & Leisure,Larnaca,2015
459,Universal Life,Financials,Life insurance,Nicosia,1970
460,University of Cyprus,Consumer services,Education,Nicosia,1989
461,University of Nicosia,Consumer services,Education,Nicosia,1980
462,Wargaming,Technology,Software,Nicosia,1998
463,Woolworths,Consumer services,Broadline retailers,Nicosia,1950
464,xHamster,Technology,Software,Nicosia,2007
465,Aero Vodochody,Industrials,Aerospace,Odolena Voda,1919
466,Ahold Czech Republic,Consumer services,Food retailers & wholesalers,Prague,1991
467,ASIX s.r.o.,Industrials,Electronic equipment,Prague,1991
468,Avast,Technology,Software,Prague,1988
469,Barrandov Studios,Consumer services,Broadcasting & entertainment,Prague,1921
470,Budweiser Bier B�rgerbr�u,Consumer goods,Brewers,?esk� Bud?jovice,1795
471,Budweiser Budvar Brewery,Consumer goods,Brewers,?esk� Bud?jovice,1785
472,?esk� po�ta,Industrials,Delivery services,Prague,1918
473,?esk� spo?itelna,Financials,Banks,Prague,1825
474,?esk� zbrojovka firearms,Industrials,Defense,Uhersk� Brod[18],1936
475,?esk� dr�hy,Industrials,Railroads,Prague,2003
476,?esk� Radiokomunikace,Telecommunications,Fixed line telecommunications,Prague[19],1963
477,?eskoslovensk� obchodn� banka,Financials,Banks,Prague,1964
478,CETIN,Telecommunications,Fixed line telecommunications,Prague,2015
479,Cinema City Czech Republic,Consumer services,Recreational services,Prague,1999[20]
480,?KD,Industrials,Commercial vehicles & trucks,Prague,1927
481,CS Link,Telecommunications,Mobile telecommunications,Prague,2006
482,Czech Airlines,Consumer services,Airlines,Prague,1923
483,Czech National Bank,Financials,Banks,Prague,1919
484,Dominant CZ,Consumer goods,Farming & fishing,Studenec,1989
485,Indies Records,Consumer services,Broadcasting & entertainment,Brno,1990
486,Jablotron,Consumer goods,Consumer electronics,Jablonec nad Nisou,1990
487,Jan Becher,Consumer goods,Distillers & vintners,Karlovy Vary,1807
488,Jihostroj,Industrials,Aerospace,Vele��n,1919
489,Josef Lidl,Consumer goods,Recreational products,Brno,1892
490,Kaden models,Consumer goods,Toys,Nov� Hr�dek,1950
491,Kenvelo,Consumer services,Apparel retailers,Prague,1991
492,Kofola,Consumer goods,Soft drinks,Ostrava,1960
493,Komer?n� banka,Financials,Banks,Prague,1990
494,LEO Express,Industrials,Railroads,Prague,2010
495,LIAZ,Industrials,Commercial vehicles & trucks,Jablonec nad Nisou,1951
496,Mafra,Consumer services,Publishing,Prague,1992
497,Meopta,Industrials,Electronic equipment,P?erov,1933
498,Metrostav,Industrials,Heavy construction,Prague[21],1971
499,Moser,Consumer goods,Furnishings,Karlovy Vary,1857
500,O2 Czech Republic,Telecommunications,Telecommunications,Prague,2006
501,OKD,Basic materials,Coal,Ostrava,1952
502,Petrof,Consumer goods,Recreational products,Hradec Kr�lov�,1864
503,Pilsner Urquell Brewery,Consumer goods,Brewers,Plze?,1842
504,Preciosa,Consumer goods,Furnishings,Jablonec nad Nisou,1948
505,Racom,Consumer goods,Consumer electronics,Nov� M?sto na Morav?,1989
506,Red Hat Czech,Technology,Software,Brno,2006
507,Royal Brewery of Kru�ovice,Consumer goods,Brewers,Kru�ovice,1581
508,Rudolf K�mpf,Consumer goods,Furnishings,Nov� Sedlo,1907
509,�koda Transportation,Industrials,Commercial vehicles & trucks,Plze?,1995
510,�koda Works,Industrials,Diversified industrials,Plze?,1859
511,Skylink,Telecommunications,Mobile telecommunications,Prague,2007
512,Student Agency,Consumer services,Travel & tourism,Brno,1996
513,Supraphon,Consumer services,Broadcasting & entertainment,Prague,1932
514,Tatra,Industrials,Commercial vehicles & trucks,Kop?ivnice,1850
515,Telekom Austria Czech Republic,Telecommunications,Fixed line telecommunications,Prague,1995
516,Toyota Peugeot Citro�n Automobile Czech,Consumer goods,Automobiles,Kol�n,2002
517,Trinec Iron and Steel Works,Basic materials,Iron & steel,T?inec,1836
518,UniCredit Bank Czech Republic and Slovakia,Financials,Banks,Prague,2006
519,Via Chem Group,Basic materials,Specialty chemicals,?esk� Bud?jovice,2002
520,Vodafone Czech Republic,Telecommunications,Mobile telecommunications,Prague,1982
521,Walter Aircraft Engines,Industrials,Industrial machinery,Prague,1911
522,Zetor,Industrials,Commercial vehicles & trucks,Brno,1946
523,�ivnostensk� banka,Financials,Banks,Prague,1868
524,Alectia,Industrials,Business support services,Virum,1912
525,ALK-Abell�,Health care,Pharmaceuticals,H�rsholm,1923
526,Aller Media,Consumer services,Publishing,Copenhagen,1873
527,Alm. Brand,Financials,Full line insurance,Copenhagen,1792
528,Ambu,Health care,Medical equipment,Copenhagen,1937
529,Arkitema Architects,Industrials,Business support services,Aarhus,1969
530,Arla Foods,Consumer goods,Food products,Viby J,2000
531,Arp-Hansen Hotel Group,Consumer services,Hotels,Copenhagen,1959
532,Bang & Olufsen,Consumer goods,Consumer electronics,Struer,1925
533,Bestseller A/S,Consumer goods,Clothing & accessories,Brande,1975
534,Bjarke Ingels Group,Industrials,Business support services,Copenhagen,2005
535,BoConcept,Consumer services,Specialty retailers,Herning,1952
536,Br�drene Hartmann,Industrials,Containers & packaging,Gentofte,1917
537,C. F. M�ller Architects,Industrials,Business support services,Aarhus,1922
538,Carlsberg Group,Consumer goods,Brewers,Copenhagen,1847
539,Cembrit,Industrials,Building materials & fixtures,Aalborg,1927
540,Chr. Hansen,Consumer goods,Food products,H�rsholm,1874
541,COBE Architects,Industrials,Business support services,Copenhagen,2005
542,Coloplast,Health care,Medical equipment,Fredensborg,1957
543,Coop amba,Consumer services,Food retailers & wholesalers,Copenhagen,1896
544,Copenhagen Airport,Industrials,Transportation services,Copenhagen,1925
545,Co-Ro Food,Consumer goods,Food products,Frederikssund,1942
546,COWEX,Technology,Software,Gentofte,1992
547,COWI A/S,Industrials,Business support services,Kongens Lyngby,1930
548,Daloon,Consumer goods,Food products,Nyborg,1960
549,D/S Norden,Industrials,Marine transportation,Hellerup,1871
550,Dampskibsselskabet Torm,Industrials,Marine transportation,Copenhagen,1889
551,Danfoss,Industrials,Industrial machinery,Nordborg,1933
552,Danisco,Health care,Biotechnology,Copenhagen,1989
553,Danish Agro,Industrials,Industrial machinery,Karise,1901
554,Danish Crown AmbA,Consumer goods,Food products,Randers,1998
555,Dansk Supermarked,Consumer services,Broadline retailers,H�jbjerg,1964
556,Danske Bank,Financials,Banks,Copenhagen,1871
557,Dantherm,Industrials,Industrial machinery,Skive,1958
558,DFDS,Industrials,Marine transportation,Copenhagen,1866
559,Dissing+Weitling,Industrials,Business support services,Copenhagen,1971
560,DLF,Consumer goods,Farming & fishing,Roskilde,1906
561,DSB,Industrials,Railroads,Copenhagen,1885
562,DSV,Industrials,Delivery services,Hedehusene,1976
563,DT Group,Industrials,Building materials & fixtures,Copenhagen,1896
564,ECCO,Consumer goods,Footwear,Bredebro,1963
565,Egmont Group,Consumer services,Publishing,Copenhagen,1878
566,Falck,Health care,Health care providers,Copenhagen,1906
567,FLSmidth,Industrials,Industrial machinery,Copenhagen,1882
568,Flying Tiger Copenhagen,Consumer services,Braodline retailers,Copenhagen,1995
569,Foss A/S,Industrials,Business support services,Hiller�d,1956
570,Global Risk Management,Industrials,Business support services,Middelfart,2004
571,GN Store Nord,Health care,Health care providers,Ballerup,1869
572,Grundfos,Industrials,Industrial machinery,Bjerringbro,1945
573,Gryphon Audio Designs,Consumer goods,Consumer electronics,Ry,1985[8]
574,Haldor Topsoe,Basic materials,Specialty chemicals,Copenhagen,1940
575,Hempel Group,Basic materials,Specialty chemicals,Lyngby-Taarb�k,1915
576,Henning Larsen Architects,Industrials,Business support services,Copenhagen,1959
577,House of Amber,Consumer goods,Clothing & accessories,Copenhagen,1933
578,Hummel,Consumer goods,Clothing & accessories,Aarhus,1923
579,IC Group,Consumer goods,Clothing & accessories,Copenhagen,2001
580,IO Interactive,Technology,Software,Copenhagen,1990
581,ISS A/S,Industrials,Business support services,Copenhagen,1901
582,Jet Time,Consumer services,Airlines,Copenhagen,2006
583,Jorgensen Engineering,Industrials,Business support services,Odense,1933
584,Jysk,Consumer services,Specialty retailers,Aarhus,1979
585,Jyske Bank,Financials,Banks,Silkeborg,1967
586,Kemp & Lauritzen,Industrials,Business support services,Copenhagen,1882
587,Kopenhagen Fur,Consumer goods,Clothing & accessories,Copenhagen,1930
588,LastObject,Consumer goods,Personal products,Copenhagen,2016
589,Leo Pharma,Health care,Pharmaceuticals,Copenhagen,1908
590,LM Glasfiber,Industrials,Industrial machinery,Lunderskov,1940
591,Louis Poulsen,Industrials,Building materials & fixtures,Copenhagen,1874
592,Lundbeck,Health care,Pharmaceuticals,Copenhagen,1915
593,Lundgaard & Tranberg,Industrials,Business support services,Copenhagen,1983
594,Maersk,Conglomerates,Ocean and inland freight transportation,Copenhagen,1904
595,Martin Professional,Industrials,Building materials & fixtures,Aarhus,1987
596,Matas,Consumer services,Drug retailers,Aller�d,1949
597,Netcompany,Technology,Software,Copenhagen,1999
598,NKT Holding,Conglomerates,-,Copenhagen,1891
599,NNIT,Technology,Software,Gladsaxe,1994
600,Nordic Adult Entertainment,Consumer goods,Recreational products,Copenhagen,1972
601,Nordisk Film,Consumer services,Broadcasting & entertainment,Copenhagen,1906
602,North Media,Consumer services,Publishing,Gladsaxe,1978
603,North Sea Capital,Financials,Financial services,Copenhagen,2001
604,Novo Nordisk,Health care,Pharmaceuticals,Copenhagen,1923
605,Novozymes,Health care,Biotechnology,Copenhagen,2000
606,Nykredit,Financials,Financial services,Copenhagen,1985
607,�rsted,Utilities,Conventional electricity,Fredericia,2006
608,Parken Sport & Entertainment,Consumer services,Recreational services,Copenhagen,1992
609,Pharma Nord,Health care,Pharmaceuticals,Vejle,1981
610,Pharmacosmos,Health care,Pharmaceuticals,Holb�k,1965
611,Phase One,Consumer goods,Recreational products,Copenhagen,1993
612,Plesner,Industrials,Business support services,Copenhagen,1918
613,Post Danmark,Industrials,Delivery services,Copenhagen,1624
614,Ramboll,Industrials,Business support services,Copenhagen,1945
615,Roskilde Forsyning,Utilities,Conventional electricity,Roskilde,2000
616,Royal Copenhagen,Consumer goods,Durable household products,Copenhagen,1775
617,Royal Unibrew,Consumer goods,Brewers,Faxe,1989
618,Sampension,Financials,Asset managers,Copenhagen,1945
619,Santa Fe Group,Industrials,Logistics,Copenhagen,1897
620,Saxo Bank,Financials,Banks,Copenhagen,1992
621,Scandinavian Tobacco Group,Consumer goods,Tobacco,Copenhagen,1961
622,Schmidt Hammer Lassen,Industrials,Business support services,Copenhagen,1986
623,Select Sport,Consumer goods,Recreational products,Copenhagen,1947
624,Simonsen & Weel,Health care,Medical equipment,Vallensb�k,1817
625,STYLEPIT,Consumer services,Apparel retailers,Copenhagen,2000
626,Stibo,Technology,Enterprise software,�rhus,1794
627,TDC A/S,Telecommunications,Fixed line telecommunications,Copenhagen,1879
628,Terma A/S,Industrials,Aerospace,Lystrup,1949
629,The Lego Group,Consumer goods,Toys,Billund,1932
630,Thorco Shipping,Industrials,Marine transportation,Copenhagen,2003
631,Tuborg Brewery,Consumer goods,Brewers,Fredericia,1873
632,United Shipping & Trading Company,Industrials,Marine transportation,Middelfart,1876
633,VELUX,Industrials,Building materials & fixtures,H�rsholm,1941
634,Vestas,Industrials,Industrial machinery,Aarhus,1945
635,Welltec,Oil & gas,Oil equipment & services,Aller�d,1994
636,Widex,Health care,Medical equipment,Lynge,1956
637,William Demant,Health care,Health care providers,Led�je-Sm�rum,1904
638,Zentropa,Consumer services,Broadcasting & entertainment,Hvidovre,1992
639,A. Le Coq,Consumer goods,Brewers,Tartu,1807
640,Airest,Consumer services,Airlines,Tallinn,2002
641,Alexela,Oil & gas,Exploration & production,Tallinn,1990
642,Aqris,Technology,Software,Tallinn,1999
643,AS Starman,Telecommunications,Fixed line telecommunications,Tallinn,1992
644,Avies,Consumer services,Airlines,Tallinn,1991
645,Baltika Group,Consumer services,Apparel retailers,Tallinn,1928
646,BLRT Grupp,Industrials,Commercial vehicles & trucks,Tallinn,1912
647,Bolt,Technology,Transportation,Tallinn,2013
648,Copterline,Consumer services,Airlines,Tallinn,2010
649,Eesti Energia,Utilities,Conventional electricity,Tallinn,1939
650,Eesti Gaas,Utilities,Gas distribution,Tallinn,1990
651,Eesti Raudtee,Industrials,Railroads,Tallinn,1992
652,Elering,Utilities,Conventional electricity,Tallinn,1998
653,Elron,Consumer services,Travel & tourism,Tallinn,1998
654,Enefit Kaevandused,Basic materials,General mining,J�hvi,1945
655,Enefit Solutions,Industrials,Business support services,J�hvi,1959
656,Enimex,Consumer services,Airlines,Tallinn,1994
657,EstDomains,Technology,Internet,Tartu,?
658,Estonia Piano Factory,Consumer goods,Recreational products,Tallinn,1950
659,Estonian Record Productions,Consumer services,Broadcasting & entertainment,Tallinn,2001
660,Fortumo,Financials,Financial services,Tartu,2007
661,GoRail,Consumer services,Travel & tourism,Tallinn[10],1998[10]
662,Kalev,Consumer goods,Food products,Lehmja,1806
663,Liviko,Consumer goods,Distillers & vintners,Tallinn,1898
664,Moonwalk Records,Consumer services,Broadcasting & entertainment,Tallinn,2005
665,Narva Oil Plant,Oil & gas,Exploration & production,Auvere,1980
666,Nortal,Technology,Software,Tallinn,2000
667,Olerex,Consumer services,Specialty retailers,Tartu[11],1994
668,Omniva,Logistics,Delivery services,Tallinn,1638
669,Publishing House ERSEN,Consumer services,Publishing,Tallinn,?
670,Quattromed,Health care,Biotechnology,Tartu,1999
671,Rakvere Lihakombinaat,Consumer goods,Food products,Roodev�lja,1890
672,Saaremaa Shipping Company,Industrials,Marine transportation,Kuressaare,1992
673,Saku Brewery,Consumer goods,Brewers,Saku,1820
674,SEB Pank,Financials,Banks,Tallinn,2008
675,Selver,Consumer services,Food retailers & wholesalers,Tallinn,1995
676,Sky Media Group,Consumer services,Broadcasting & entertainment,Tallinn,1995
677,SmartPost,Industrials,Delivery services,Tallinn,2006
678,STV,Consumer services,Broadcasting & entertainment,Tallinn,1991
679,Tallink,Industrials,Marine transportation,Tallinn,1989
680,Tallinna Linnatranspordi AS,Consumer services,Travel & tourism,Tallinn,1991
681,T�nap�ev,Consumer services,Publishing,Tallinn,1999
682,Tartu Mill,Consumer goods,Food products,Tartu,2000
683,Telia Eesti,Telecommunications,Fixed line telecommunications,Tallinn,1993
684,Tondi Elektroonika,Industrials,Electronic equipment,Tallinn,1959
685,TopTen,Consumer services,Broadcasting & entertainment,Tallinn,?
686,�lemiste Keskus,Consumer services,Broadline retailers,Tallinn,?
687,Varrak,Consumer services,Publishing,Tallinn,1991
688,Viru Keemia Grupp,Oil & gas,Exploration & production,Kohtla-J�rve,1924
689,VKG Elektriv�rgud,Utilities,Conventional electricity,Narva,1993
690,ZeroTurnaround,Technology,Software,Tartu,2007
691,Ahlstrom,Basic materials,Basic resources,Helsinki,1851
692,Aktia Bank,Financials,Banks,Helsinki,1991
693,Alko,Consumer services,Specialty retailers,Helsinki,1932
694,Alma Media,Consumer services,Publishing,Helsinki,1849
695,Altia,Consumer goods,Distillers & vintners,Helsinki,1999
696,Amer Sports,Consumer goods,Recreational products,Helsinki,1950
697,Bank of �land,Financials,Banks,Mariehamn,1919
698,Basware,Technology,Software,Espoo,1985
699,Bittium,Consumer goods,Consumer electronics,Oulu,1985
700,Cargotec,Industrials,Transportation services,Helsinki,2005
701,Codenomicon,Technology,Software,Oulu,2001
702,DNA Oyj,Telecommunications,Mobile telecommunications,Helsinki,2000
703,Ecker� Line,Industrials,Marine transportation,Helsinki,1995
704,EKS,Consumer goods,Consumer electronics,Espoo,1955
705,Elisa,Telecommunications,Fixed line telecommunications,Helsinki,1882
706,Fazer,Consumer services,Restaurants & bars,Helsinki,1891
707,Fingrid,Utilities,Conventional electricity,Helsinki,1996
708,Finnair,Consumer services,Airlines,Vantaa,1923
